process,hurst_true,repeat,method,estimate,lag1_acf
fGn,0.3,20,custom_rs,0.3642141001352205,-0.20676932689869204
fGn,0.3,20,custom_dfa,0.2679468510385556,-0.20676932689869204
fGn,0.3,21,custom_rs,0.39354758655315414,-0.24034496133026115
fGn,0.3,21,custom_dfa,0.3082764546264859,-0.24034496133026115
fGn,0.3,22,custom_rs,0.3986945658471276,-0.23483963877220296
fGn,0.3,22,custom_dfa,0.3150210062602022,-0.23483963877220296
fGn,0.3,23,custom_rs,0.3979678029740351,-0.2543421173652373
fGn,0.3,23,custom_dfa,0.3204854296108254,-0.2543421173652373
fGn,0.3,24,custom_rs,0.36128103369977255,-0.24766783377840323
fGn,0.3,24,custom_dfa,0.26518766978825475,-0.24766783377840323
fGn,0.3,25,custom_rs,0.37609624632413385,-0.23664733019353976
fGn,0.3,25,custom_dfa,0.2843213935241035,-0.23664733019353976
fGn,0.3,26,custom_rs,0.3883801684903143,-0.24499169507826787
fGn,0.3,26,custom_dfa,0.29637044505863075,-0.24499169507826787
fGn,0.3,27,custom_rs,0.39269771788852703,-0.25702298968943277
fGn,0.3,27,custom_dfa,0.3093115549282482,-0.25702298968943277
fGn,0.3,28,custom_rs,0.382092165587246,-0.2546566874418846
fGn,0.3,28,custom_dfa,0.2816403441260104,-0.2546566874418846
fGn,0.3,29,custom_rs,0.36979359841020826,-0.23845222709812205
fGn,0.3,29,custom_dfa,0.2862695371466658,-0.23845222709812205
fGn,0.3,30,custom_rs,0.405080652728236,-0.22769709048789588
fGn,0.3,30,custom_dfa,0.34229328590136326,-0.22769709048789588
fGn,0.3,31,custom_rs,0.39707152840501864,-0.2618054285064307
fGn,0.3,31,custom_dfa,0.31073884415981884,-0.2618054285064307
fGn,0.3,32,custom_rs,0.4060760654155064,-0.2689669611769135
fGn,0.3,32,custom_dfa,0.31104350830760563,-0.2689669611769135
fGn,0.3,33,custom_rs,0.3938518199720048,-0.25095971557723346
fGn,0.3,33,custom_dfa,0.32199302877897534,-0.25095971557723346
fGn,0.3,34,custom_rs,0.3679722613922707,-0.23234109878201117
fGn,0.3,34,custom_dfa,0.27197150798095787,-0.23234109878201117
fGn,0.3,35,custom_rs,0.39548063819177404,-0.2427006172186386
fGn,0.3,35,custom_dfa,0.3197748642045401,-0.2427006172186386
fGn,0.3,36,custom_rs,0.3855877366690613,-0.25546436663421795
fGn,0.3,36,custom_dfa,0.29481218373606566,-0.25546436663421795
fGn,0.3,37,custom_rs,0.43719963755881447,-0.24260401424830527
fGn,0.3,37,custom_dfa,0.3352033654992435,-0.24260401424830527
fGn,0.3,38,custom_rs,0.38778854644631283,-0.23423772450200805
fGn,0.3,38,custom_dfa,0.2876414016141063,-0.23423772450200805
